Old_Index,Listings_Title,Neighbourhood,Fulldescription,Listing_ID,Pets,Smoking,Tenant_Parking,Year_Built,Landlord_On_Rentfaster_Since,Building_features,Property_features,Community_features,Utilities_info,Listing_Type,Sq_Feet,Furnishing,Baths,Beds,Rent_Monthly
760,"COZY 1 BEDROOM CONDO IN TRENDY BANKVIEW, FULLY FURNISHED, ALL INCLUSIVE.",Bankview,"This cozy one bedroom apartment is perfect for someone looking for a short commute downtown or a student commuting to U of C or MRU or SAIT, while living close to Calgary's prime dining and retail district.

This suite includes:
Stainless steel appliances
Raised breakfast bar
Built-in wine rack above fridge
Granite countertops in kitchen and bathroom
Dark laminate flooring throughout
Bright and sunny living room and bedroom
Built-in closet organizer in bedroom
Electric fireplace surrounded by built-in bookcase
In-suite laundry
Storage locker
Off-street parking spot with free street parking
All utilities
Cable and internet

Furnished suite includes:
Bed
Dresser and nightstand in bedroom
Couch
40 inch tv
3 bar stools
Basic kitchenware, duvet, sheets, and pillows

Other Features:
-Bus route 2 and 6 are one block away
-10 minute walk from Sonata LRT station
-Just west of 17th Ave.
-short distance to downtown

Looking for a respectful tenant that can commit to a one year lease.

If you are interested, please email me with your contact information and I will get back to you as soon as possible!",139096,1,0,0,-1,2016,1.0,15.0,18.0,5.0,Condo,-1,1, 1 ,1 ,1300
762,"AVAILABLE ON MARCH 1ST, 2 BEDS/2 BATHS CONDO IN SPRINGBOROUGH SIGNAL HILL",Springbank Hill,"Ready to move in, clean and sanitized, excellent location, bright facing south, across from Westside Rec Center, next to LRT stn, coffee shops, Rexall Drugs store, High School, Ambrose College, 15 min downtown. contemporary second floor unit boasts maple kitchen with stainless steel appliances, underground parking and storage. Approx 800 sqf, custom wood blinds, corner fireplace, 2 bedrooms, 2 full bathrooms, in-suite washer dryer, rent includes gas , water and sewer, tenant pays electricity.",67648,1,0,1,-1,2011,2.0,15.0,21.0,2.0,Condo,1000,0, 2 ,2 ,1500
763,"WINDSOR PARK INNER CITY BUNGALOW ON DOUBLE LOT (SOUTH BACKYARD, DOUBLE GARAGE)",Windsor Park,"WINDSOR PARK - Inner city bungalow, 890 ft² main floor (+ 760 ft² basement) with huge landscaped FENCED mature yard (double lot-50ft wide).
MAIN FLOOR: LIVING ROOM, 2 BEDROOMS + DEN/FAMILY ROOM (DEN has access to the two-tiered deck and the South facing backyard), 4-piece BATH, KITCHEN (5 appliances + garburator), 2 skylights; REAR 2 TIER DECK, REAR CONCRETE PATIO and FRONT PORCH;
BASEMENT (FULLY DEVELOPED w/ separate entrance): Large RECREATION room w/ window, 3-piece BATH, separate storage room with sink & second fridge, bright LAUNDRY ROOM (Full size washer / dryer included) and UTILITY ROOM with additional storage space.
DOUBLE DETACHED OVERSIZED GARAGE WITH 2 BIG WINDOWS FOR NATURAL LIGHT, OVERHEAD/SIDE STORAGE, WORK BENCH and room for two cars and a motorcycle/snowmobile/bikes. Residential street parking permit for 2 cars also available.
Plenty of EXTRA STORAGE space under the rear tiered deck/front porch.
5-7 min drive to Downtown Calgary. Bus Routes (#3 on Elbow Drive, #10 on Macleod Trail + a few more – check Calgary Transit Map for up-to-date info) and LRT (Light Rail Transit) just blocks away (Chinook Station).
EASY ACCESS to Macleod Trail, Elbow Drive and Glenmore Trail.
Minutes away from: Chinook Shopping Centre, Britannia Shopping Plaza (Sunterra market), Lina’s Italian Market-Windsor Park, Repsol Sport Centre, Stanley Park (picnic areas, cycling paths, tennis courts, public outdoor pool), Sandy Beach and Calgary Golf & Country Club.
GREAT Daycares and schools within walking distance.
Security Deposit = one-month rent. Tenant pays utilities.
OVERSIZED DOUBLE GARAGE w/ WORK BENCH + 2 street free parking tags by City of Calgary FIRE PIT SWING BENCH",48832,1,0,1,-1,2009,0.0,24.0,15.0,-1.0,House,1650,0, 2 ,2 ,1895
764,BI-LEVEL BRIGHT BASEMENT NEAR ANDERSON LRT,Southwood,"Welcome to this three-bedroom basement suite, with a spacious kitchen and dining area, three good size bedrooms, and big closets for each room. The specialty of this rental is utilities and wifi included, which will be a big saving for you, especially in winter. There is a very nice family who has been here for a few years, and they really enjoy living in the house. Please come to move into this clean home, you will love it. There are very nice neighborhoods, convenient with everything, around 5 minutes walk distance to C-Train, different level school around, please visit it today and make it your home!",444046,0,0,0,-1,2013,0.0,5.0,18.0,3.0,Basement,-1,0, 1 ,3 ,1100
765,BEAUTIFUL 1 BEDROOM DUPLEX WITH MOUNTAIN VIEWS,Shepard,"Beautiful, new, one bedroom, 1.5 bathroom duplex available for rent immediately. This property is located in a quiet neighborhood 10 minutes from 130th ave and close to stoney trail. This high end suite has stainless steel appliances, gas range, new kitchen, island and breakfast bar, balcony off the master bedroom with air conditioning and in floor heating. More features include a walk in closet, Brazilian cherry floors, double parking pad, two entrances, in suite laundry and huge backyard. Everything is included except cable and internet. Pets negotiable.",444032,1,0,0,-1,-1,0.0,2.0,0.0,3.0,Duplex,1400,0, 1.5 ,1 ,1500
767,SUN FILLED 19TH FLOOR 2 BED WITH SWEEPING DOWNTOWN AND MOUNTAIN VIEWS,Victoria Park,"Luxurious 2 bedroom modern condo with rare corner layout--Skyline and Mountain views. Steps away from everything. Floor to ceiling windows fill this unit with sunshine. High quality Samsung appliances, granite counter tops, hardwood floors, and 2 full washrooms. In-suite laundry and air conditioning. Heated underground parking, storage locker, and bike room. In-building Sunterra: grocery shop in your pajamas without ever having to go outside! Full service professional grade gym and cardio room, and hot tub. 2 LRT stations within a 5 minute walk. This unit has everything you need for comfortable, sunny, downtown living!",435152,0,0,1,2013,2017,9.0,20.0,18.0,2.0,Condo,900,0, 2 ,2 ,2000
768,UNISON FIVE STAR FURNISHED 2 BEDROOM CONDO AT ONE PARK CENTRAL,Beltline,"Park Central elevates apartments for rent in Calgary to new heights. With clean urban design, high-end amenities, and a central, connected location, Park Central brings downtown perks to Beltline life. The clear choice for freedom, walkability, and seamless city access - from street-front to skyline. Central Memorial is a classic Victorian-style park- perfect for morning walks, summertime community events, and quality time with furry friends. It's an impressive green space amenity for Park Central residents, just across the street.
Park Central is in the thick of the 4th Street corridor, at the corner of 12th Avenue, right above Central Memorial Park. Galleries and shops in the design district. Mural festivals on the streets. The best cafes in town. Fried chicken at Model Milk. Drinks at the HiFi Club. Steps from the downtown business district, the location is also central to Prince's Island, the Bow River paths, the East Village entertainment district and new Stampede grounds. It's all happening here.
BELTLINE LIFE WITH FIRST-CLASS PERKS
Park Central is a high-end Beltline life, with club-like facilities and thoughtful extras for every resident.
● Hotel-Caliber Lobby
● City-View Pool Deck
● Fitness & Movement Club
● The SkyLounge
● Creative Co-Working Hub
● HD Golf Simulator
● Pet Spa
● Guest Suites
FEATURES:
● Airy 9' ceilings for a sense of lift and space
● Air-conditioned for those warm summer days
● In-suite laundry facilities with large capacity
● Stainless steel EnergyStar appliances for culinary masterworks
● Quartz countertops: a refined foundation for the daily dinner prep
● Floor-to-ceiling windows that frame breathtaking views of the city at every moment of the day
● Solar shading systems for naps, privacy, and quiet moments
● Plank flooring brings a rich finish and cosmopolitan polish
● Stunning views of the park, city, and skyline

Option to add a parking stall for approximately $175 depending on the suite that you choose.
Utilities included with furnished units: Electrical, A/C, heat, water, 300mb/sec internet, cable
$50 additional for 3-6 month term, $125 additional for month to month.

Available Immediately
Please contact Marcel Cherot at (403)404-0206 or (403)219-3000 to book a viewing.
The floor plans can be viewed here: https://www.parkcentralcalgary.com/calgary/park-central/conventional",422148,1,0,1,2020,-1,16.0,7.0,18.0,5.0,Condo,-1,1, 1 ,2 ,2600
769,EAST VILLAGE- DOWNTOWN 1BR/1BATH MODERN CONDO WITH U/G PARKING STALL!,East Village,"Rent: $1200 ( Plus Electricity)
Available Immediately
Welcome home to a beautiful, modern, cozy, 1 Bedroom/1 Bath condo with an in-suite Laundry and 1 underground parking stall in the very popular East Village of Downtown Calgary.
The bright, naturally well-lit unit is very modern and contemporary. It offers a Living/Dining, Kitchen, 1Bedroom, 1 Full Bath, and Laundry Room. The Kitchen is modern and boasts Stainless Steel Appliances, Granite Countertops, and beautiful Mahogany cabinetry providing ample counter/cabinet space. There is a balcony off the Living Area with beautiful city views.
The Building has many amenities like a secured entrance, secured parkade, beautiful lobby, 3 Elevators, Gym/Yoga Room, etc.
The building is located conveniently close to all amenities (Calgary Tower, Princess Island Park, City transit, Public Library, Shopping, Dining, Bike/Jogging paths, etc)
Contact us via email or at 587-832-5000 (ext-2) during business hours for viewing appointments.",434973,0,0,1,2010,-1,13.0,10.0,12.0,2.0,Apartment,605,0, 1 ,1 ,1200
770,NEW HIGH-END BASEMENT SUITE!,Cornerstone,"Spacious executive style duplex in the new sought after community of Cornerstone. This new community has lots to offer including easy access to Stoney Trail, Country Hills and Deerfoot Trail and the YYC airport. Cornerstone residents have access a wide array of amenities including six schools, Calgary Northeast Sports Facility, Max Bell Arena, the Calgary airport, Sunridge Mall, Peter Lougheed Hospital and the highly anticipated redevelopment of Deerfoot City. A C-Train station is also going to be built within walking distance! There will be a Smart Center being developed minutes away allowing very easy shopping! For more on this great community please view the following link; liveatcornerstone

Unit offers private entry, in-suite laundry, high ceilings (9'), stone counter tops in the kitchen and bathroom, wide plank flooring. Bedroom is large and would accommodate a kind sized bed! Kitchen is gourmet and features high-end appliances, ample counter space and ceiling height cabinetry. Basement has its own heat control and and follows all the proper building requirements for a legalized safe basement suite. Small pets are negotiable and a monthly pet fee would apply.
Utilities - Monthly fixed rate utilities of $170 - this includes all your utilities except cable and internet.

Contact us today to schedule a showing of this professionally managed unit today!",368100,1,0,0,-1,-1,0.0,9.0,8.0,-1.0,Basement,750,0, 1 ,1 ,950
771,FURNISHED NUERA DOWNTOWN TWO-BEDROOM SUITE,Downtown,"Thanks This Two-Bedroom furnished apartment in the Nuera building is a very popular choice for travelers coming to Calgary for business reasons. The unit is furnished with brand new-top of the line appliances, and has some great features, like a walk-in closet off of the master bedroom, a fantastic panorama view of the Calgary Skyline and the distant Rocky Mountains. Standard with all of our suites is free WiFi, basic cable, Long Distance Calling within North America,.",70422,0,0,1,-1,2011,9.0,19.0,18.0,5.0,Apartment,-1,1, 2 ,2 ,1795
772,BASEMENT FOR RENT - FALCONRIDGE,Falconridge,"Beautiful Large 1000sq.ft Basement of home in Falconridge for rent! It has 3 bedrooms, 1 full bathroom, kitchen, dining area and living room. Close to all amenities including: • Bus stop • C-Train Station within 5 min • Safeway • Superstore • Coop • other small retail shops within walking distance • Schools K-9 within area Clean and well maintained!
1. $800/Month + $800 Damage Deposit
2. Shared Utilities
3. Shared Laundry basement
Please call 403-293-2777 or email with your contact info and we will contact you! Thank you,",444002,0,0,0,-1,2009,0.0,7.0,16.0,-1.0,Basement,-1,0, 1 ,2 ,800
773,RENOVATED UNIT IN LOWER MOUNT ROYAL,Lower Mount Royal,"Imagine yourself strolling the fantastic shops of 17th Ave, picking up treasures from all the local shops and boutiques. Heading home to drop off your purchases, freshening up and heading back out to meet up with friends at any one of the numerous pubs, cafes and eateries just moments from your door.
This location truly has it all! The building is very clean with secure entry, on-site laundry and wide hallways to make moving that much easier. Your unit has the most amazingly soft carpet with thick under padding to comfort your feet. With a great layout, you can easily chat with your guests while preparing h'ors d'oeuvres.
This unit has just been renovated with new floors among other things! The closet in the bedroom is very large and can accommodate the most sizeable of wardrobes as well as additional storage space in the top part. Your room itself is quite sizeable.
This is a professionally managed, cinder block building. Heat and water is included - you just need to pay for electricity and internet/cable.
This location and price-point will not last long so if you are interested be sure to email right away!",439941,0,0,0,-1,-1,0.0,3.0,21.0,2.0,Apartment,-1,0, 1 ,1 ,950
774,INCREDIBLE HIGH END EXECUTIVE CONDO ON 19TH FLOOR WITH SPECTACULAR VIEWS!!,Victoria Park,"MOVE IN NOW, DON'T PAY UNTIL APR.15!!!
Incredible high end 19th floor condo with spectacular views of Stampede Grounds! This perfect location is walking distance from anything you could need.
Features include:
Stunning panoramic river views
Floor to ceiling windows
High end Miele SS appliances
Air Conditioning!
1 reserved underground parking stall
Fantastic upgraded spacious tiled bathroom
Email, txt, or call now",444045,0,0,1,2009,-1,9.0,4.0,18.0,2.0,Apartment,820,0, 1.5 ,1 ,1795
775,BEAUTIFUL MAIN FLOOR,Dalhousie,"Main floor only. 3 bedrooms and 1.5 bath. Shared laundry in basement.
Rent is $1390/month. Tenants are responsible for 65% of utilities. Internet & Cable is included.
Garage space available for additional $150/m
References and credit checks will be required.",113512,0,0,0,-1,2015,0.0,7.0,15.0,2.0,Main,1170,0, 1.5 ,3 ,1390
776,2 BEDROOM GORGEOUS CONDO FOR RENT IN BELTLINE,Beltline,"This open concept 2 bedroom and 2 bathroom unit has West facing views, and titled underground stall. Plenty of light in this unit, which compliments the modern and sleek design of the kitchen and bathrooms. Quartz countertops and stainless steel appliances, and white, sleek cabinetry give this condo a crisp, clean feel. The den located off the living room can be closed off with sliding glass doors, and used as an office or dining room. Mark on 10th has a third floor courtyard with extensive landscaping, and the entire top floor is the common area.This smart and creative concept of having the top floor with skyline views in the common area is amazing. A convenient place for fitness, entertaining, lounging and even studying. Spacious gym, two tier lounge which also has a bar and billiards area, as well as rooftop outdoor bbq, gas fire pit, hot tub and plenty of space of entertaining. Call to view this executive condo in a prime location!



To Book a Showing, Visit: https://hopestreet.ca/rental/2-bedroom-gorgeous-co...",382951,0,0,1,2016,-1,6.0,14.0,18.0,2.0,Condo,872,1, 2 ,2 ,1700
777,"VERY NICE INNER CITY MT. PLEASANT NW ½ DUPLEX - CLOSE TO DOWNTOWN, SAIT & U OF",Mount Pleasant,"Very Nice Inner City Mt. Pleasant NW ½ Duplex - Close to Downtown, SAIT & U of C

Freshly Paint + New Carpet 2 Bedroom / 2 Bathroom, Living Room, Family Room, Private Laundry, Large Mature Yard in a beautiful setting. Very close to all amenities.

Non Smoking and No Pets.

Rent is $1150 month plus utilities. Damage Deposit $1150.
Available May 1, 2021

Address: 725A 25th Avenue N.W.

If interested, please call/text: (403) 650-4145 or email: vinman0123@gmail.com",429705,0,0,0,-1,2014,0.0,11.0,21.0,-1.0,Duplex,1200,0, 2 ,2 ,1150
778,COZY DOWNTOWN CONDO WITH BOW RIVER VIEWS,Beltline,"Rent to Own Condo
Basically brand new
Your chance to own a beautiful new condo on the 25th floor overlooking the west part of downtown and beautiful bow river views..
Underground heated parking included.
Storage unit included
1 bedroom w/den
1 bath
Please contact Barb Now.. 587-333-4418",444087,0,0,1,2015,2019,13.0,10.0,18.0,2.0,Condo,850,0, 1 ,1 ,2200
780,"FURNISHED ALL UTILITY INCLUDES CL TO SAIT, UOFC, (FMC) HOSP, DT, LIONS PARK LRT",Capitol Hill,"Furnished apartment Includes Heat ~ Water ~ Electricity -All Utilities
Great Condo in Good Location!

All Utilities Include Cl to SAIT, UofC, LRT, (FMC) Hosp, DT, Northhill Mall, Lions Park & Banff Trail C- Train

Furnished apartment included
Living room and Bedrooms Furniture's
-----Bed (New Mattresses & New Box Springs) and
-----Dining table & Microwave
Appliances
-----A Brand new Refrigerator and
-----New Oven/Stove (range)
-----New Microwave,

All Utilities Include
-----Heating
-----Gas
-----Water
-----One Parking Stall
-----Security entry system


A Bright & clean, upgraded, FULLY RENOVATED!, New fresh Paint kitchen cabinet, Brand new counter top- new Lights , furnished 1 bedroom suite has the basic piesces, (Kitchen) Dining table & Bed Mattresses & Box Springs, Dresser, and a Brand new Refrigerator and new Oven/Stove (range) new Microwave.

One Bedroom Apartment on One of the Nicest Blocks of Capital hill area. This Spacious One Bedroom Apartment, Has One Bedroom, full newly renovated Bathroom Large Living room, Dining room, big windows, full Kitchen fully Laminated Floors no carpet this apartment has Custom decorative ornamental plaster ceiling and wall designs.

Next To The all amenities
Walking distance to SAIT, Lions Park and Banff trail LRT station. C- train –LRT- (Metro) Calgary transit and minutes away from Down town, S A I T, Foothill Hospital, U OF C, A cross from North Hill Shopping Mall, Next to Home depot, TD Bank, a cross from CIBC bank, most educational, most entertainment, cultural, and health care institutions.

Nearby services
Safeway supermarkets, 24 Hours Shoppers Drug Mart pharmacies, Home Depot, doctor's offices, churches, and TD bank. Across from The North hill shopping centre and mall has a variety of shops and boutiques as well as the fitness centre and nice food court..!!

Allowed and Not Allowed
Cats are allowed SORRY, NO DOGS! And absolutely no smoking

Security Deposit: One Month’s Rent
Washer/Dryer - Coin Operated ~
If You like to see the Apartment
Contact Information.
(403) 926 2903",64694,0,0,0,-1,2011,1.0,6.0,18.0,3.0,Condo,-1,0, 1 ,1 ,950
782,BEACON HILL APARTMENTS,Acadia,"Snuggled in park-like surroundings only minutes to the vibrant beat of Calgary's downtown core, Beacon Hill Apartments is the kind of home you'll enjoy coming home to. We offer twelve different floor plans including bachelors, lofts and even very large 2 bedroom 2 level apartments.
Every apartment boasts its own patio or balcony, many with mountain and courtyard views. Stylish new kitchen appliances, carpet and interior fixtures. Abundant in-suite storage rooms in many suites.
Parking, heat and water included.
Bachelor suites start at $850/month, one bedroom suites available from $950/month and two bedroom suites starting at $1100/month.
Professionally managed by Beacon Hill Properties. 24 hour/day emergency service, cleaning and maintenance staff. Ideal for professionals or families looking for a quiet home in a mature neighbourhood. Our complex is pet and smoke free.",47994,0,0,0,1985,2007,3.0,10.0,21.0,2.0,Apartment,1050,0, 1.5 ,2 ,1200
782,BEACON HILL APARTMENTS,Acadia,"Snuggled in park-like surroundings only minutes to the vibrant beat of Calgary's downtown core, Beacon Hill Apartments is the kind of home you'll enjoy coming home to. We offer twelve different floor plans including bachelors, lofts and even very large 2 bedroom 2 level apartments.
Every apartment boasts its own patio or balcony, many with mountain and courtyard views. Stylish new kitchen appliances, carpet and interior fixtures. Abundant in-suite storage rooms in many suites.
Parking, heat and water included.
Bachelor suites start at $850/month, one bedroom suites available from $950/month and two bedroom suites starting at $1100/month.
Professionally managed by Beacon Hill Properties. 24 hour/day emergency service, cleaning and maintenance staff. Ideal for professionals or families looking for a quiet home in a mature neighbourhood. Our complex is pet and smoke free.",47994,0,0,0,1985,2007,3.0,10.0,21.0,2.0,Apartment,600,0, 1 ,1 ,925
782,BEACON HILL APARTMENTS,Acadia,"Snuggled in park-like surroundings only minutes to the vibrant beat of Calgary's downtown core, Beacon Hill Apartments is the kind of home you'll enjoy coming home to. We offer twelve different floor plans including bachelors, lofts and even very large 2 bedroom 2 level apartments.
Every apartment boasts its own patio or balcony, many with mountain and courtyard views. Stylish new kitchen appliances, carpet and interior fixtures. Abundant in-suite storage rooms in many suites.
Parking, heat and water included.
Bachelor suites start at $850/month, one bedroom suites available from $950/month and two bedroom suites starting at $1100/month.
Professionally managed by Beacon Hill Properties. 24 hour/day emergency service, cleaning and maintenance staff. Ideal for professionals or families looking for a quiet home in a mature neighbourhood. Our complex is pet and smoke free.",47994,0,0,0,1985,2007,3.0,10.0,21.0,2.0,Apartment,870,0, 1 ,1 ,1025
782,BEACON HILL APARTMENTS,Acadia,"Snuggled in park-like surroundings only minutes to the vibrant beat of Calgary's downtown core, Beacon Hill Apartments is the kind of home you'll enjoy coming home to. We offer twelve different floor plans including bachelors, lofts and even very large 2 bedroom 2 level apartments.
Every apartment boasts its own patio or balcony, many with mountain and courtyard views. Stylish new kitchen appliances, carpet and interior fixtures. Abundant in-suite storage rooms in many suites.
Parking, heat and water included.
Bachelor suites start at $850/month, one bedroom suites available from $950/month and two bedroom suites starting at $1100/month.
Professionally managed by Beacon Hill Properties. 24 hour/day emergency service, cleaning and maintenance staff. Ideal for professionals or families looking for a quiet home in a mature neighbourhood. Our complex is pet and smoke free.",47994,0,0,0,1985,2007,3.0,10.0,21.0,2.0,Apartment,950,0, 1 ,2 ,1050
782,BEACON HILL APARTMENTS,Acadia,"Snuggled in park-like surroundings only minutes to the vibrant beat of Calgary's downtown core, Beacon Hill Apartments is the kind of home you'll enjoy coming home to. We offer twelve different floor plans including bachelors, lofts and even very large 2 bedroom 2 level apartments.
Every apartment boasts its own patio or balcony, many with mountain and courtyard views. Stylish new kitchen appliances, carpet and interior fixtures. Abundant in-suite storage rooms in many suites.
Parking, heat and water included.
Bachelor suites start at $850/month, one bedroom suites available from $950/month and two bedroom suites starting at $1100/month.
Professionally managed by Beacon Hill Properties. 24 hour/day emergency service, cleaning and maintenance staff. Ideal for professionals or families looking for a quiet home in a mature neighbourhood. Our complex is pet and smoke free.",47994,0,0,0,1985,2007,3.0,10.0,21.0,2.0,Apartment,1200,0, 1 ,2 ,1300
782,BEACON HILL APARTMENTS,Acadia,"Snuggled in park-like surroundings only minutes to the vibrant beat of Calgary's downtown core, Beacon Hill Apartments is the kind of home you'll enjoy coming home to. We offer twelve different floor plans including bachelors, lofts and even very large 2 bedroom 2 level apartments.
Every apartment boasts its own patio or balcony, many with mountain and courtyard views. Stylish new kitchen appliances, carpet and interior fixtures. Abundant in-suite storage rooms in many suites.
Parking, heat and water included.
Bachelor suites start at $850/month, one bedroom suites available from $950/month and two bedroom suites starting at $1100/month.
Professionally managed by Beacon Hill Properties. 24 hour/day emergency service, cleaning and maintenance staff. Ideal for professionals or families looking for a quiet home in a mature neighbourhood. Our complex is pet and smoke free.",47994,0,0,0,1985,2007,3.0,10.0,21.0,2.0,Apartment,550,0,-1,-1,895
784,FEMALE ONLY: MOUNTAIN VIEW BEDROOM - ALL INCLUDED,Rocky Ridge,"Female only.
Cozy furnished bedroom on the 2nd floor at Royal Oak/Rocky Ridge community. Furnished with a queen bed, bookshelf, built-in closet, desk and chair. Close to C-Train station, Walmart, Co-op, crowfoot shopping centre. 10min to University of Calgary, 15min to SAIT, 25min to downtown. Shared kitchen, shared full bathroom and a half bathroom, washer and dryer. Free street parking. Additional $30 for garage parking. Utilities and internet included. No smoking, no pets. Student and professionals preferred.

Available immediately. Please text 403-918-0494. Thanks.",128369,0,0,1,2004,2015,0.0,20.0,21.0,4.0,Shared,-1,1, 1 ,1 ,530
788,**NEWLY RENOVATED** BANKVIEW APARTMENT AVAILABLE.,Bankview,"**NEWLY RENOVATED, INSIDE AND OUT!!** To qualify, annual household income must be between $37,000 - $71,000 for singles and couples or $43,000 - $81,000 for families. Please contact to inquire. This place is amazing... Units are available now! Be the first to live in a newly upgraded unit in the desirable community of Bankview! Call or Text (587)430.3082 to book your showing now! This is your chance to live in one of these newly renovated, freshly painted suites. New Kitchen, Bathroom and Paint throughout! Awesomely upgraded! Underground parking is available for $25 per stall. Come check out the fantastic location waiting for you to move in! Close to beltline area, shops on 17th Avenue, transit, parks and so much more. Low $350 Security Deposit! ***This is not a subsidy program. To apply for subsidized housing through Calgary Housing Company, please come to one of the District offices or call 587-390-1200*** *** Smoking and vaping cannabis is not permitted on CHC-managed property. Growing or production of cannabis products is also prohibited. Requests for exemptions are considered on a case-by-case basis prior to tenancy.***",28924,1,1,1,-1,-1,1.0,8.0,18.0,2.0,Apartment,-1,0, 1 ,1 ,925
788,**NEWLY RENOVATED** BANKVIEW APARTMENT AVAILABLE.,Bankview,"**NEWLY RENOVATED, INSIDE AND OUT!!** To qualify, annual household income must be between $37,000 - $71,000 for singles and couples or $43,000 - $81,000 for families. Please contact to inquire. This place is amazing... Units are available now! Be the first to live in a newly upgraded unit in the desirable community of Bankview! Call or Text (587)430.3082 to book your showing now! This is your chance to live in one of these newly renovated, freshly painted suites. New Kitchen, Bathroom and Paint throughout! Awesomely upgraded! Underground parking is available for $25 per stall. Come check out the fantastic location waiting for you to move in! Close to beltline area, shops on 17th Avenue, transit, parks and so much more. Low $350 Security Deposit! ***This is not a subsidy program. To apply for subsidized housing through Calgary Housing Company, please come to one of the District offices or call 587-390-1200*** *** Smoking and vaping cannabis is not permitted on CHC-managed property. Growing or production of cannabis products is also prohibited. Requests for exemptions are considered on a case-by-case basis prior to tenancy.***",28924,1,1,1,-1,-1,1.0,8.0,18.0,2.0,Apartment,-1,0, 1 ,2 ,1075
789,STUNNING CORNER UNIT ON THE 14TH FLOOR OF EMERALD STONE,Beltline,"Stunning corner unit on the 14th floor of Emerald Stone with a north facing balcony available immediately.
This 2 bedroom and 2 bathroom unit has full window-wall throughout, which allows a lot natural light and a spectacular view of downtown.
The kitchen has granite counter tops with a raised eating bar. Appliances include fridge, stove, dishwasher and microwave.
The master bedroom has 2 closets and a 4 piece ensuite. The second bedroom is located on the opposite corner, beside the 3 piece bathroom.
There is in-suite laundry, a gas outlet for a barbeque hook up and an underground parking stall with a storage locker.
Amenities include fitness center, recreation room with pool table and concierge services.
Heat and water are included, tenant is responsible for electricity.
The monthly rent is $1900.00 and the security deposit is $1900.00, with a minimum lease of a 6 month term.
Non-smokers and no pets please.
There are restaurants on the main floor of the building, as well, plenty in the neighborhood which are walking distance. Safeway, Urban Fare, Canadian Tire and Shoppers Drug Mart are also near by.
To book a viewing or for more information please call 403-809-6266.
Professionally managed by SIMCO MANAGEMENT (CALGARY) INC.
Please note we verify credit, employment and previous landlord.",439837,0,0,1,2004,-1,14.0,15.0,18.0,2.0,Condo,880,0, 2 ,2 ,1900
